REF_DATE,GEO,DGUID,Overtime,North American Industry Classification System (NAICS),UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2004-01-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42.1,,,,1
2004-02-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42.6,,,,1
2004-03-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.6,,,,1
2004-04-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,37.8,,,,1
2004-05-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.1,,,,1
2004-06-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.5,,,,1
2004-07-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.5,,,,1
2004-08-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.6,,,,1
2004-09-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.2,,,,1
2004-10-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.1,,,,1
2004-11-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40,,,,1
2004-12-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.5,,,,1
2005-01-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.9,,,,1
2005-02-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,43.3,,,,1
2005-03-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42.8,,,,1
2005-04-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42.4,,,,1
2005-05-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.1,,,,1
2005-06-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.1,,,,1
2005-07-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.6,,,,1
2005-08-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.9,,,,1
2005-09-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40,,,,1
2005-10-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.1,,,,1
2005-11-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.6,,,,1
2005-12-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.1,,,,1
2006-01-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.3,,,,1
2006-02-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.6,,,,1
2006-03-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.4,,,,1
2006-04-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.3,,,,1
2006-05-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.8,,,,1
2006-06-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.8,,,,1
2006-07-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.8,,,,1
2006-08-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.8,,,,1
2006-09-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.3,,,,1
2006-10-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.7,,,,1
2006-11-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.8,,,,1
2006-12-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.1,,,,1
2007-01-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.1,,,,1
2007-02-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.4,,,,1
2007-03-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42.1,,,,1
2007-04-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.9,,,,1
2007-05-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41,,,,1
2007-06-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.1,,,,1
2007-07-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.5,,,,1
2007-08-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.8,,,,1
2007-09-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.5,,,,1
2007-10-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.5,,,,1
2007-11-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,37.8,,,,1
2007-12-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.3,,,,1
2008-01-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.1,,,,1
2008-02-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.2,,,,1
2008-03-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.7,,,,1
2008-04-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.5,,,,1
2008-05-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.4,,,,1
2008-06-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.4,,,,1
2008-07-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.7,,,,1
2008-08-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,37.9,,,,1
2008-09-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,37.7,,,,1
2008-10-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38,,,,1
2008-11-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,37.5,,,,1
2008-12-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39,,,,1
2009-01-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.7,A,,,1
2009-02-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.6,A,,,1
2009-03-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.4,A,,,1
2009-04-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.1,A,,,1
2009-05-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.8,A,,,1
2009-06-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.5,A,,,1
2009-07-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.2,A,,,1
2009-08-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.3,A,,,1
2009-09-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.8,A,,,1
2009-10-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.1,A,,,1
2009-11-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.5,A,,,1
2009-12-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.2,A,,,1
2010-01-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.9,A,,,1
2010-02-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.1,A,,,1
2010-03-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.6,A,,,1
2010-04-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.8,A,,,1
2010-05-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.5,A,,,1
2010-06-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.7,A,,,1
2010-07-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.8,A,,,1
2010-08-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.5,A,,,1
2010-09-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.5,A,,,1
2010-10-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.3,A,,,1
2010-11-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.6,A,,,1
2010-12-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.8,A,,,1
2011-01-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.7,A,,,1
2011-02-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.5,A,,,1
2011-03-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.3,A,,,1
2011-04-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.7,A,,,1
2011-05-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.1,A,,,1
2011-06-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42,A,,,1
2011-07-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42.3,A,,,1
2011-08-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41,A,,,1
2011-09-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,43.7,A,,,1
2011-10-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,43.3,A,,,1
2011-11-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,43.1,A,,,1
2011-12-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42.4,A,,,1
2012-01-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41,A,,,1
2012-02-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.9,A,,,1
2012-03-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.6,A,,,1
2012-04-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.9,A,,,1
2012-05-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.3,A,,,1
2012-06-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.2,A,,,1
2012-07-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42.3,A,,,1
2012-08-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42.6,A,,,1
2012-09-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42.5,A,,,1
2012-10-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.6,A,,,1
2012-11-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.9,A,,,1
2012-12-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,37.4,A,,,1
2013-01-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.4,A,,,1
2013-02-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.4,A,,,1
2013-03-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.6,A,,,1
2013-04-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.3,A,,,1
2013-05-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.1,A,,,1
2013-06-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.6,A,,,1
2013-07-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.9,A,,,1
2013-08-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.4,A,,,1
2013-09-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.5,A,,,1
2013-10-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.5,A,,,1
2013-11-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.2,A,,,1
2013-12-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.6,A,,,1
2014-01-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.4,A,,,1
2014-02-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.2,A,,,1
2014-03-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.4,A,,,1
2014-04-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.5,A,,,1
2014-05-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.7,A,,,1
2014-06-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42.1,A,,,1
2014-07-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,43,A,,,1
2014-08-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.5,A,,,1
2014-09-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.4,A,,,1
2014-10-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,43.1,A,,,1
2014-11-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42.6,A,,,1
2014-12-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.6,A,,,1
2015-01-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.9,A,,,1
2015-02-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.3,A,,,1
2015-03-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.8,A,,,1
2015-04-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42.5,A,,,1
2015-05-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.5,A,,,1
2015-06-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42.3,A,,,1
2015-07-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41,A,,,1
2015-08-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.6,A,,,1
2015-09-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42.2,A,,,1
2015-10-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42.5,A,,,1
2015-11-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42,A,,,1
2015-12-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.6,A,,,1
2016-01-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.7,A,,,1
2016-02-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40,A,,,1
2016-03-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.4,A,,,1
2016-04-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,37.5,A,,,1
2016-05-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,37.6,A,,,1
2016-06-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.2,A,,,1
2016-07-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,37.9,A,,,1
2016-08-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,38.4,A,,,1
2016-09-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.2,A,,,1
2016-10-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.9,A,,,1
2016-11-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.3,A,,,1
2016-12-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.2,A,,,1
2017-01-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.4,A,,,1
2017-02-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.9,A,,,1
2017-03-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.7,A,,,1
2017-04-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.1,A,,,1
2017-05-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.3,A,,,1
2017-06-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.5,A,,,1
2017-07-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42.3,A,,,1
2017-08-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,43.5,A,,,1
2017-09-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.9,A,,,1
2017-10-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.8,A,,,1
2017-11-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.4,A,,,1
2017-12-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.2,A,,,1
2018-01-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.4,A,,,1
2018-02-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.9,A,,,1
2018-03-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.6,A,,,1
2018-04-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40,A,,,1
2018-05-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.8,A,,,1
2018-06-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41,A,,,1
2018-07-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,39.3,A,,,1
2018-08-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,41.1,A,,,1
2018-09-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,40.4,A,,,1
2018-10-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,42.8,A,,,1
2018-11-01,Canada,2021A000011124,Including overtime,"Mining, quarrying, and oil and gas extraction [21]",Hours,152,units,0,v1593698,1.1.10,43.8,A,,,1
