REF_DATE,GEO,DGUID,Overtime,North American Industry Classification System (NAICS),UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2020-04-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,33.9,B,,,1
2020-05-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,34.8,B,,,1
2020-06-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.1,B,,,1
2020-07-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.8,A,,,1
2020-08-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,36.6,A,,,1
2020-09-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,36.7,A,,,1
2020-10-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.8,A,,,1
2020-11-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.9,A,,,1
2020-12-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.5,B,,,1
2021-01-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,34.6,B,,,1
2021-02-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.6,B,,,1
2021-03-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.4,B,,,1
2021-04-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.4,B,,,1
2021-05-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35,B,,,1
2021-06-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,34.7,B,,,1
2021-07-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.9,B,,,1
2021-08-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.9,B,,,1
2021-09-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.8,B,,,1
2021-10-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.3,B,,,1
2021-11-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,34.8,B,,,1
2021-12-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,34,B,,,1
2022-01-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,34.4,B,,,1
2022-02-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.2,B,,,1
2022-03-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,34.6,B,,,1
2022-04-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,34.5,B,,,1
2022-05-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.3,B,,,1
2022-06-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,34.9,B,,,1
2022-07-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.4,B,,,1
2022-08-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,36.1,A,,,1
2022-09-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.4,B,,,1
2022-10-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.1,B,,,1
2022-11-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.4,B,,,1
2022-12-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,34.1,A,,,1
2023-01-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,34.9,B,,,1
2023-02-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.6,A,,,1
2023-03-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,34.9,A,,,1
2023-04-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,34.5,A,,,1
2023-05-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,34.7,B,,,1
2023-06-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35,B,,,1
2023-07-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.4,B,,,1
2023-08-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,36.1,A,,,1
2023-09-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.6,B,,,1
2023-10-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.6,B,,,1
2023-11-01,Canada,2021A000011124,Including overtime,Transportation and warehousing [48-49],Hours,152,units,0,v1593850,1.1.215,35.6,B,,,1
2001-01-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.5,,,,1
2001-02-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.9,,,,1
2001-03-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30,,,,1
2001-04-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.1,,,,1
2001-05-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.9,,,,1
2001-06-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.2,,,,1
2001-07-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.2,,,,1
2001-08-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30,,,,1
2001-09-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.3,,,,1
2001-10-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.9,,,,1
2001-11-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.3,,,,1
2001-12-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.7,,,,1
2002-01-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.9,,,,1
2002-02-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.2,,,,1
2002-03-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.7,,,,1
2002-04-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.9,,,,1
2002-05-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.1,,,,1
2002-06-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.9,,,,1
2002-07-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.9,,,,1
2002-08-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.7,,,,1
2002-09-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.4,,,,1
2002-10-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.3,,,,1
2002-11-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.6,,,,1
2002-12-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.3,,,,1
2003-01-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.3,,,,1
2003-02-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.7,,,,1
2003-03-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.6,,,,1
2003-04-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.7,,,,1
2003-05-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.4,,,,1
2003-06-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.8,,,,1
2003-07-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.8,,,,1
2003-08-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.3,,,,1
2003-09-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.7,,,,1
2003-10-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.7,,,,1
2003-11-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.5,,,,1
2003-12-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.4,,,,1
2004-01-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.8,,,,1
2004-02-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30,,,,1
2004-03-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.9,,,,1
2004-04-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30,,,,1
2004-05-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.3,,,,1
2004-06-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.8,,,,1
2004-07-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.5,,,,1
2004-08-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,28.3,,,,1
2004-09-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,28.5,,,,1
2004-10-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,28.4,,,,1
2004-11-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,28.7,,,,1
2004-12-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30,,,,1
2005-01-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.6,,,,1
2005-02-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.1,,,,1
2005-03-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.9,,,,1
2005-04-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.8,,,,1
2005-05-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31,,,,1
2005-06-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.1,,,,1
2005-07-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.6,,,,1
2005-08-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.8,,,,1
2005-09-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.6,,,,1
2005-10-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.5,,,,1
2005-11-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.5,,,,1
2005-12-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.9,,,,1
2006-01-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.2,,,,1
2006-02-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31,,,,1
2006-03-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.5,,,,1
2006-04-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.9,,,,1
2006-05-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32,,,,1
2006-06-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.4,,,,1
2006-07-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.1,,,,1
2006-08-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.1,,,,1
2006-09-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.6,,,,1
2006-10-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.1,,,,1
2006-11-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.8,,,,1
2006-12-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,33.3,,,,1
2007-01-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,33.3,,,,1
2007-02-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.7,,,,1
2007-03-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.2,,,,1
2007-04-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.8,,,,1
2007-05-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.2,,,,1
2007-06-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.8,,,,1
2007-07-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.3,,,,1
2007-08-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.9,,,,1
2007-09-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.6,,,,1
2007-10-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.6,,,,1
2007-11-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.4,,,,1
2007-12-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.2,,,,1
2008-01-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31,,,,1
2008-02-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.2,,,,1
2008-03-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.4,,,,1
2008-04-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.2,,,,1
2008-05-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.6,,,,1
2008-06-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.7,,,,1
2008-07-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.4,,,,1
2008-08-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.4,,,,1
2008-09-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,28.8,,,,1
2008-10-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.4,,,,1
2008-11-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.6,,,,1
2008-12-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,27.5,,,,1
2009-01-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.4,A,,,1
2009-02-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31,B,,,1
2009-03-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.2,B,,,1
2009-04-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.4,B,,,1
2009-05-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.9,A,,,1
2009-06-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.1,A,,,1
2009-07-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.2,B,,,1
2009-08-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.5,B,,,1
2009-09-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.7,A,,,1
2009-10-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.1,A,,,1
2009-11-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.5,A,,,1
2009-12-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.7,B,,,1
2010-01-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.4,A,,,1
2010-02-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.3,A,,,1
2010-03-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.6,A,,,1
2010-04-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.8,A,,,1
2010-05-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.2,A,,,1
2010-06-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.3,A,,,1
2010-07-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,28.1,A,,,1
2010-08-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.3,A,,,1
2010-09-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,27.8,A,,,1
2010-10-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.1,A,,,1
2010-11-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.7,B,,,1
2010-12-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.6,A,,,1
2011-01-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,24.7,B,,,1
2011-02-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,27.3,B,,,1
2011-03-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.7,A,,,1
2011-04-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,28,A,,,1
2011-05-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.4,A,,,1
2011-06-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.2,A,,,1
2011-07-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.3,A,,,1
2011-08-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.6,A,,,1
2011-09-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.1,A,,,1
2011-10-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.9,A,,,1
2011-11-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.8,A,,,1
2011-12-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.3,A,,,1
2012-01-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31,A,,,1
2012-02-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.9,A,,,1
2012-03-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.2,B,,,1
2012-04-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.3,A,,,1
2012-05-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.4,A,,,1
2012-06-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,28.7,A,,,1
2012-07-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.2,B,,,1
2012-08-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.7,A,,,1
2012-09-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.4,A,,,1
2012-10-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.8,A,,,1
2012-11-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,34.3,A,,,1
2012-12-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.5,A,,,1
2013-01-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,33.4,A,,,1
2013-02-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.8,A,,,1
2013-03-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.4,A,,,1
2013-04-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32,A,,,1
2013-05-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.4,A,,,1
2013-06-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.1,A,,,1
2013-07-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.4,A,,,1
2013-08-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.9,A,,,1
2013-09-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.6,B,,,1
2013-10-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.9,A,,,1
2013-11-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.4,A,,,1
2013-12-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.4,A,,,1
2014-01-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.8,A,,,1
2014-02-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32.7,A,,,1
2014-03-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,33.1,B,,,1
2014-04-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.7,A,,,1
2014-05-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.2,A,,,1
2014-06-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,29.8,A,,,1
2014-07-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,32,B,,,1
2014-08-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.3,A,,,1
2014-09-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,30.6,B,,,1
2014-10-01,Canada,2021A000011124,Including overtime,Information and cultural industries [51],Hours,152,units,0,v1593868,1.1.253,31.4,A,,,1
