Dataset,context_factor,Model Type,Overall MAPE,Overall MASE,All Industries MAPE,Feature Indices
emp_h,6,fine_tuned,0.014777957038445906,0.6935862953673003,0.014777957038445906,
emp_h,6,fine_tuned,0.01923447847366333,0.9028379069135279,0.01923447847366333,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
emp_h,6,fine_tuned,0.01696863364089619,0.7965160576849278,0.01696863364089619,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
emp_h,6,fine_tuned,0.01883898133581335,0.8837222689457946,0.01883898133581335,"[3, 4, 5, 6, 7, 8, 9, 10, 11]"
emp_h,6,fine_tuned,0.015759006142616272,0.7400063416395075,0.015759006142616272,"[2, 4, 5, 6, 7, 8, 9, 10, 11]"
emp_h,6,fine_tuned,0.016033382578329605,0.7528737582516806,0.016033382578329605,"[2, 5, 6, 7, 8, 9, 10, 11]"
emp_h,6,fine_tuned,0.006851387972181494,0.3207648166800932,0.006851387972181494,"[2, 4, 6, 7, 8, 9, 10, 11]"
emp_h,6,fine_tuned,0.010571256279945374,0.4965540354611373,0.010571256279945374,"[2, 4, 7, 8, 9, 10, 11]"
emp_h,6,fine_tuned,0.011713158000599255,0.5498926994137793,0.011713158000599255,"[2, 4, 6, 8, 9, 10, 11]"
emp_h,6,fine_tuned,0.016657145185904068,0.7810623058289324,0.016657145185904068,"[2, 4, 6, 7, 9, 10, 11]"
emp_h,6,fine_tuned,0.014584598216143522,0.6847175581259287,0.014584598216143522,"[2, 4, 6, 7, 8, 10, 11]"
emp_h,6,fine_tuned,0.013722878965464506,0.6440075020334309,0.013722878965464506,"[2, 4, 6, 7, 8, 9, 11]"
emp_h,6,fine_tuned,0.01685307649048892,0.7912759373970916,0.01685307649048892,"[2, 4, 6, 7, 8, 9, 10]"
emp_h,6,fine_tuned,0.011754762042652477,0.5519713381885941,0.011754762042652477,"[4, 6, 7, 8, 9, 10, 11]"
emp_h,6,fine_tuned,0.015786685726859352,0.7409082548461197,0.015786685726859352,"[2, 6, 7, 8, 9, 10, 11]"
emp_h,6,fine_tuned,0.014587181535634127,0.684666515033892,0.014587181535634127,"[2, 4, 7, 8, 9, 10, 11]"
emp_h,6,fine_tuned,0.017423203045671635,0.8179573465335821,0.017423203045671635,"[2, 4, 6, 8, 9, 10, 11]"
emp_h,6,fine_tuned,0.023731429468501698,1.11401639518414,0.023731429468501698,"[2, 4, 6, 7, 9, 10, 11]"
emp_h,6,fine_tuned,0.00835414095358415,0.3920911574148369,0.00835414095358415,"[2, 4, 6, 7, 8, 10, 11]"
emp_h,6,fine_tuned,0.014932297847487709,0.7008886477217966,0.014932297847487709,"[2, 4, 6, 7, 8, 9, 11]"
emp_h,6,fine_tuned,0.017730874094096096,0.8321605426346791,0.017730874094096096,"[2, 4, 6, 7, 8, 9, 10]"
