Dataset,context_factor,Model Type,Overall MAPE,Overall MASE,All Industries MAPE
emp,6,fine_tuned,0.045077619679046395,1.6590640037362112,0.047502674839713356
emp,6,fine_tuned,0.053256030222683236,1.926808400582826,0.01635329018939625
emp,6,fine_tuned,0.03189988301671815,1.153930109794324,0.029369877143339676
emp,6,fine_tuned,0.040659691813881654,1.4923796031627237,0.026954447681253605
