Dataset,context_factor,Model Type,Overall MAPE,Overall MASE,All Industries MAPE
emp,12,fine_tuned,0.02197131289479633,0.8090980326633801,0.005230480184157689
emp,12,baseline,0.07574856684853633,3.026683730789253,0.10822067658106486
earn,12,fine_tuned,0.029101798056878826,1.0673952495290915,0.006930815676848094
earn,12,baseline,0.0813789829950441,3.188309111130293,0.09899986783663432
