Dataset,context_factor,Model Type,Overall MAPE,Overall MASE,All Industries MAPE
emp,12,fine_tuned,0.02197131289479633,0.8090980326633801,0.005230480184157689
emp,12,baseline,0.07574856684853633,3.026683730789253,0.10822067658106486
